Date,Close,High,Low,Open,Volume
2010-10-25,0.27300265431404114,0.27506566111821934,0.270022773813773,0.27254421746599616,673136000
2010-10-26,0.27208569645881653,0.2762116814656426,0.2675012747457451,0.26979348560228084,675248000
2010-10-27,0.27598243951797485,0.2768993128974697,0.26887657518831215,0.26956424388558725,496796000
2010-10-28,0.27621182799339294,0.28056702000107525,0.27369038378347793,0.27965014610219163,704448000
2010-10-29,0.2755240499973297,0.2785039299787986,0.27277340206263245,0.2757532547187888,554664000
2010-11-01,0.27598243951797485,0.28171296645308735,0.27369022874392984,0.277357776912525,473920000
2010-11-02,0.2817130386829376,0.2862974614064513,0.2755240734712571,0.27712861595942395,581036000
2010-11-03,0.2837761342525482,0.28560990938180836,0.2762118289226772,0.28354690211439443,671748000
2010-11-04,0.28423452377319336,0.28950661614306367,0.28377608689870876,0.2865267354709353,700016000
2010-11-05,0.2890481650829315,0.29156958143151257,0.28492217876442366,0.2862974893203813,735116000
2010-11-08,0.29019424319267273,0.292715659300725,0.2865266940760141,0.28881890544259703,605156000
2010-11-09,0.2885897159576416,0.2924864977160603,0.2869851732293439,0.2901942860112582,633964000
2010-11-10,0.29202795028686523,0.29202795028686523,0.28652662788278976,0.2906526128545192,521016000
2010-11-11,0.2890481650829315,0.2938617930167594,0.2812546292979017,0.2851513835277578,1089980000
2010-11-12,0.30394741892814636,0.31357472559931787,0.29867532892376825,0.3000506662554518,2142560000
2010-11-15,0.3002799153327942,0.3096779913967102,0.29959227389057014,0.30532280141117485,733548000
2010-11-16,0.2913402318954468,0.2993629684571541,0.2908817952712671,0.2952369841889295,739356000
2010-11-17,0.29615408182144165,0.29959239977857743,0.2883605447234073,0.29111119362405147,551764000
2010-11-18,0.3053228259086609,0.30830270592352726,0.30005073470163773,0.30005073470163773,993120000
2010-11-19,0.3151794373989105,0.3163255433509846,0.30417681479393494,0.3046352517097003,716484000
2010-11-22,0.3154086470603943,0.3172423945928815,0.3103657593700962,0.3131164353194658,462668000
2010-11-23,0.3080735504627228,0.31495018574875705,0.3057813387007114,0.3117411002120689,457832000
2010-11-24,0.31563785672187805,0.3167839626100713,0.311053433169105,0.31128266527687154,397784000
2010-11-26,0.3117409944534302,0.31724228988580633,0.3117409944534302,0.31540854295855447,143104000
2010-11-29,0.3151794373989105,0.3163255433509846,0.3089904707227747,0.31036578147007077,468192000
2010-11-30,0.3119702637195587,0.3135748336009386,0.30623973507267643,0.31036572116349487,720936000
2010-12-01,0.32572364807128906,0.3277866280131255,0.317700905791422,0.31815934274234975,626536000
2010-12-02,0.32962024211883545,0.33168324837819274,0.32549425692543094,0.32572348895157394,529316000
2010-12-03,0.339018315076828,0.339018315076828,0.3273280283500408,0.3280156970972595,606044000
2010-12-06,0.3326001763343811,0.34085214807341707,0.3312248659280848,0.3401644792076116,438424000
2010-12-07,0.3433736562728882,0.3513963974622337,0.3397061065133452,0.34039377550892447,1026812000
2010-12-08,0.3463535010814667,0.3500210231349599,0.3403937401722294,0.34291518378582597,613252000
2010-12-09,0.3406229317188263,0.34291517048566444,0.33328786057101784,0.33810151552834117,942408000
2010-12-10,0.34268590807914734,0.3458949928831059,0.3397060280038639,0.3406229015691911,451900000
2010-12-13,0.33397555351257324,0.3447489425982782,0.33305865247476396,0.34406130097656845,609108000
2010-12-14,0.3344339430332184,0.3465826682934543,0.33397550624185957,0.3403937032968251,755160000
2010-12-15,0.32709887623786926,0.3392476016408127,0.3266404121158111,0.3351216158194885,624176000
2010-12-16,0.32755735516548157,0.33237101046371764,0.32664045412874637,0.330537235715565,631872000
